-0.023215,1,1,1
-0.27458,2,1,1
0.23923,3,1,1
0.018923,4,1,1
0.0053959,5,1,1
0.42775,6,1,1
-0.60655,7,1,1
-0.089024,8,1,1
-0.048268,9,1,1
-0.46521,10,1,1
-0.25935,11,1,1
-0.094032,12,1,1
0.1977,13,1,1
0.015588,14,1,1
0.62203,15,1,1
0.12492,16,1,1
0.010141,17,1,1
-0.51874,18,1,1
0.091242,19,1,1
0.18546,20,1,1
0.21915,21,1,1
-0.12603,22,1,1
-0.091954,23,1,1
0.3453,1,2,1
0.42433,2,2,1
0.49588,3,2,1
-0.039088,4,2,1
0.18208,5,2,1
0.23645,6,2,1
0.27522,7,2,1
-0.12332,8,2,1
0.12779,9,2,1
0.040649,10,2,1
0.20704,11,2,1
0.15052,12,2,1
0.0057746,13,2,1
0.69137,14,2,1
-0.16294,15,2,1
-0.18945,16,2,1
0.074509,17,2,1
0.34928,18,2,1
-0.11347,19,2,1
-0.063421,20,2,1
-0.18894,21,2,1
0.14863,22,2,1
0.2593,23,2,1
-0.070588,1,3,1
-0.16968,2,3,1
0.4305,3,3,1
-0.040594,4,3,1
0.21746,5,3,1
-0.25109,6,3,1
0.33574,7,3,1
-0.062765,8,3,1
-0.082976,9,3,1
0.19497,10,3,1
-0.11388,11,3,1
-0.12429,12,3,1
-0.14461,13,3,1
-0.66608,14,3,1
-0.2488,15,3,1
0.11929,16,3,1
0.20246,17,3,1
-0.25027,18,3,1
-0.35403,19,3,1
0.25495,20,3,1
0.072903,21,3,1
-0.12332,22,3,1
0.17686,23,3,1
-0.27313,24,1,2
0.1446,25,1,2
-0.26937,26,1,2
-0.14851,27,1,2
0.00030354,28,1,2
0.080021,29,1,2
-0.094071,30,1,2
0.25032,31,1,2
-0.18178,32,1,2
-0.27244,33,1,2
-0.098277,34,1,2
-0.13808,35,1,2
0.40133,36,1,2
-0.1199,37,1,2
0.27871,38,1,2
0.12229,39,1,2
-0.2453,40,1,2
-0.2544,41,1,2
-0.027201,42,1,2
0.23838,43,1,2
0.068281,44,1,2
-0.0027148,45,1,2
-0.15214,46,1,2
0.54236,47,1,2
0.25513,48,1,2
-0.28864,24,2,2
-0.015042,25,2,2
-0.66358,26,2,2
0.43288,27,2,2
-0.263,28,2,2
-0.087317,29,2,2
-0.14203,30,2,2
0.079763,31,2,2
0.30122,32,2,2
0.066748,33,2,2
-0.038477,34,2,2
-0.18954,35,2,2
-0.044959,36,2,2
0.04366,37,2,2
-0.15543,38,2,2
-0.32187,39,2,2
-0.25478,40,2,2
0.00030468,41,2,2
0.20214,42,2,2
-0.038733,43,2,2
-0.23258,44,2,2
0.11569,45,2,2
0.2142,46,2,2
-0.76768,47,2,2
-0.3739,48,2,2
0.30177,24,3,2
-0.12679,25,3,2
-0.2307,26,3,2
0.11633,27,3,2
-0.054935,28,3,2
0.059585,29,3,2
0.037374,30,3,2
0.012947,31,3,2
0.11117,32,3,2
-0.3336,33,3,2
0.012751,34,3,2
0.18126,35,3,2
-0.29817,36,3,2
0.02566,37,3,2
-0.073601,38,3,2
0.15923,39,3,2
0.19905,40,3,2
0.40171,41,3,2
-0.10809,42,3,2
-0.11336,43,3,2
-0.071732,44,3,2
-0.14344,45,3,2
0.20091,46,3,2
0.48712,47,3,2
0.093818,48,3,2
